Customers[Customer Key],Customers[Customer Name],Customers[Birth Date],Customers[Marital Status],Customers[Gender],Customers[Yearly Income],Customers[Total Children],Customers[Number of Children at Home],Customers[Education],Customers[Occupation],Customers[House Owner],Customers[Number of Cars Owned],Customers[Customer Type],Customers[Company Name],Customers[Country],Customers[State]
"18142","Wang, Suzanne","17-07-1962 00:00:00","S","F","60000","1","0","Bachelors","Professional","0","1","Person","","United States","California"
"18143","Smith, Ashley","24-05-1962 00:00:00","M","F","60000","1","0","Bachelors","Professional","1","1","Person","","United States","California"
"18144","Jenkins, Grace","16-03-1962 00:00:00","S","F","60000","1","0","Bachelors","Professional","0","1","Person","","United States","California"
"18171","Adams, Alexandra","16-10-1958 00:00:00","S","F","60000","1","0","Bachelors","Professional","0","1","Person","","United States","California"
"166","Alexander, Jocelyn","18-07-1973 00:00:00","M","F","60000","0","0","Partial College","Skilled Manual","0","1","Person","","United States","California"
"924","Bryant, Sarah","23-10-1979 00:00:00","M","F","60000","0","0","Partial College","Skilled Manual","0","1","Person","","United States","California"
"925","Long, Ian","25-10-1979 00:00:00","S","M","60000","0","0","Partial College","Skilled Manual","0","1","Person","","United States","California"
"2020","Murphy, Destiny","01-03-1979 00:00:00","S","F","60000","0","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"2985","Richardson, Adrian","08-03-1979 00:00:00","S","M","60000","0","0","Partial College","Skilled Manual","0","1","Person","","United States","California"
"2986","Wood, Alexis","24-04-1979 00:00:00","M","F","60000","0","0","Partial College","Skilled Manual","0","1","Person","","United States","California"
"4428","Murphy, Jade","18-11-1979 00:00:00","S","F","60000","0","0","Partial College","Skilled Manual","0","1","Person","","United States","California"
"5018","Ramirez, Jeremy","12-05-1979 00:00:00","M","M","60000","0","0","Partial College","Skilled Manual","0","1","Person","","United States","California"
"5019","Henderson, Emma","02-05-1979 00:00:00","S","F","60000","0","0","Partial College","Skilled Manual","0","1","Person","","United States","California"
"5753","Wright, Mason","27-02-1973 00:00:00","S","M","60000","0","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"6359","Bell, Sydney","26-02-1976 00:00:00","M","F","60000","0","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"7345","Turner, Caleb","21-02-1976 00:00:00","S","M","60000","0","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"7351","Ross, Emma","10-11-1973 00:00:00","M","F","60000","0","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"7360","Bryant, Alexandria","12-03-1979 00:00:00","S","F","60000","0","0","Partial College","Skilled Manual","0","1","Person","","United States","California"
"7361","Li, Eric","13-09-1979 00:00:00","M","M","60000","0","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"7775","Flores, Justin","19-06-1976 00:00:00","S","M","60000","0","0","Partial College","Skilled Manual","0","1","Person","","United States","California"
"7781","Carter, Evan","09-05-1973 00:00:00","S","M","60000","0","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"7795","Davis, Andrew","20-03-1979 00:00:00","S","M","60000","0","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"8656","Murphy, Cindy","14-11-1976 00:00:00","S","F","60000","0","0","Partial College","Skilled Manual","0","1","Person","","United States","California"
"9297","Diaz, Morgan","27-02-1973 00:00:00","S","F","60000","0","0","Partial College","Skilled Manual","0","1","Person","","United States","California"
"9311","Ramirez, Timothy","04-04-1979 00:00:00","S","M","60000","0","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"9312","Bell, Cole","11-02-1979 00:00:00","M","M","60000","0","0","Partial College","Skilled Manual","0","1","Person","","United States","California"
"10275","Scott, Seth","10-09-1979 00:00:00","S","M","60000","0","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"10276","Cox, Abigail","26-11-1979 00:00:00","M","F","60000","0","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"12583","Simmons, Stephanie","23-03-1973 00:00:00","M","F","60000","0","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"13232","Cox, Makayla","18-10-1979 00:00:00","S","F","60000","0","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"13521","Wilson, Joseph","22-02-1973 00:00:00","M","M","60000","0","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"14909","Long, Melissa","23-03-1979 00:00:00","M","F","60000","0","0","Partial College","Skilled Manual","0","1","Person","","United States","California"
"14910","James, Chase","05-06-1979 00:00:00","M","M","60000","0","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"14911","Miller, Natalie","18-09-1979 00:00:00","M","F","60000","0","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"15802","Washington, Wyatt","19-07-1976 00:00:00","M","M","60000","0","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"15806","Reed, Alexandria","09-10-1973 00:00:00","S","F","60000","0","0","Partial College","Skilled Manual","0","1","Person","","United States","California"
"16918","Sanders, Andrea","02-11-1973 00:00:00","S","F","60000","0","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"17168","Hughes, Samuel","19-02-1961 00:00:00","S","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"735","Chen, Omar","25-08-1959 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","0","1","Person","","United States","California"
"737","Sanchez, Sebastian","25-09-1959 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","0","1","Person","","United States","California"
"867","Scott, Lucas","02-07-1961 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","0","1","Person","","United States","California"
"10932","Wood, Marcus","20-09-1960 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","0","1","Person","","United States","California"
"15635","Walker, Devin","12-05-1960 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","0","1","Person","","United States","California"
"732","Gill, Tanya","19-08-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"734","Schmidt, Kristi","27-07-1959 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"866","Rivera, Chloe","06-02-1961 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"877","White, Madison","13-11-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"878","Diaz, Alexis","07-10-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"2934","Richardson, Isabella","12-06-1961 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"2943","Long, Seth","08-04-1960 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"2944","Bryant, Kelly","03-10-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"3628","Hill, Isaiah","16-11-1961 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"3631","James, Isaiah","07-08-1961 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"3640","Howard, Jeremiah","24-08-1960 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"3650","Cox, Grace","24-11-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"3653","Luo, Russell","02-12-1960 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"3654","Fernandez, Troy","07-01-1959 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"4548","Wood, Cassidy","06-10-1961 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"4556","Barnes, Hailey","23-10-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"4558","Murphy, Nathaniel","14-08-1960 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"5127","Kelly, Faith","17-07-1961 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"5128","Edwards, Amanda","17-03-1961 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"5140","Alexander, Jacqueline","25-08-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"5142","Ramirez, Shelby","01-11-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"6022","Reed, Nicole","06-07-1961 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"6023","Morgan, Karen","11-04-1961 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"6025","Diaz, Jacqueline","11-11-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"6030","Xu, Suzanne","25-12-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"6031","Russell, Emily","25-02-1959 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"6263","Martin, Kristy","25-10-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"6860","Gonzalez, Wyatt","22-09-1961 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"6861","Diaz, Noah","09-05-1961 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"6867","Baker, Jack","20-09-1960 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"7051","Cooper, Sara","08-06-1961 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"7053","Young, Maria","10-08-1961 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"7229","Parker, Adam","27-04-1960 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"7230","Ward, Gabriella","20-11-1959 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"8409","Richardson, Taylor","21-01-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"8410","Allen, Savannah","09-02-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"8540","Raji, Latoya","27-09-1959 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"9188","King, Robert","08-09-1961 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"9195","Campbell, Connor","08-11-1960 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"10156","Flores, Jeremiah","04-03-1960 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"10921","Bennett, Destiny","15-02-1961 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"10923","Ward, Bailey","23-11-1961 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"10933","Kumar, Leonard","14-12-1959 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"11880","Russell, Jocelyn","20-11-1961 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"11888","Richardson, Mason","04-03-1960 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"12383","Barnes, Xavier","08-08-1961 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"12384","Allen, Caleb","17-06-1961 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"12385","Wilson, Taylor","09-02-1961 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"12399","Chander, Karl","03-03-1960 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"12400","Pal, Keith","26-05-1960 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"13342","Jones, Wyatt","10-12-1961 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"13352","Yang, Brandon","05-02-1960 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"13354","Ramirez, Andrea","05-05-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"13355","Cook, Bailey","19-06-1959 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"14086","Rogers, Lucas","25-08-1961 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"14087","Cox, Jasmine","26-08-1961 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"14089","Reed, Victoria","10-02-1961 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"14093","Jackson, Emily","16-10-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"14100","Hayes, Melanie","28-02-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"14997","Murphy, Faith","15-08-1961 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"14998","Wright, Katherine","21-11-1961 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"15005","Washington, Arthur","08-11-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"15618","Peterson, Isaiah","11-10-1960 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"15619","Morris, Amanda","18-02-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"15632","Stewart, Isaiah","01-03-1960 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"15634","Ward, Gabrielle","08-11-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"15636","Harris, Jasmine","14-05-1959 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"16545","Hayes, Marissa","19-07-1961 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"16555","West, Jordyn","25-07-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"16556","Alexander, Isabella","12-08-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"17163","Ward, Bruce","11-06-1962 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"17165","Coleman, Gabrielle","21-10-1962 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"17169","Ward, Jacqueline","10-10-1961 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"17171","Johnson, Isabella","21-01-1961 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"17173","Moore, Charles","27-11-1961 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"17183","Turner, Fernando","05-09-1960 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"17184","Howard, Nicole","04-07-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"17185","Russell, Madison","10-06-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"17186","Alexander, Eric","19-04-1960 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"18152","Long, Caroline","23-03-1961 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","California"
"2217","Mitchell, Mary","15-09-1946 00:00:00","M","F","60000","5","0","Bachelors","Management","1","3","Person","","United States","California"
"2219","Bryant, Melissa","28-01-1946 00:00:00","M","F","60000","5","0","Bachelors","Management","1","3","Person","","United States","California"
"2220","Shan, Rafael","22-02-1946 00:00:00","M","M","60000","5","0","Bachelors","Management","1","3","Person","","United States","California"
"2226","Suarez, Jésus","22-06-1947 00:00:00","M","M","60000","5","0","Bachelors","Management","0","3","Person","","United States","California"
"2228","Wilson, Alexander","25-05-1947 00:00:00","M","M","60000","5","0","Bachelors","Management","1","3","Person","","United States","California"
"2229","Sanchez, Thomas","01-05-1947 00:00:00","M","M","60000","5","0","Bachelors","Management","1","3","Person","","United States","California"
"2361","Cook, Jada","03-01-1946 00:00:00","M","F","60000","5","0","Bachelors","Management","1","3","Person","","United States","California"
"2363","Morgan, Destiny","12-02-1946 00:00:00","S","F","60000","5","0","Bachelors","Management","1","3","Person","","United States","California"
"3387","Wood, Marissa","20-07-1946 00:00:00","S","F","60000","5","0","Bachelors","Management","1","3","Person","","United States","California"
"4315","Torres, Eduardo","05-08-1946 00:00:00","S","M","60000","5","0","Bachelors","Management","1","3","Person","","United States","California"
"4317","Harris, Alexis","11-10-1947 00:00:00","M","F","60000","5","0","Bachelors","Management","1","3","Person","","United States","California"
"4318","Jenkins, Rachel","20-05-1947 00:00:00","M","F","60000","5","0","Bachelors","Management","1","3","Person","","United States","California"
"4887","Brown, Matthew","18-04-1946 00:00:00","S","M","60000","5","0","Bachelors","Management","1","3","Person","","United States","California"
"5789","Gao, Ronnie","14-04-1947 00:00:00","M","M","60000","5","0","Bachelors","Management","1","3","Person","","United States","California"
"5793","Torres, Maria","10-06-1947 00:00:00","M","F","60000","5","0","Bachelors","Management","1","3","Person","","United States","California"
"6143","Flores, Seth","18-04-1947 00:00:00","M","M","60000","5","0","Bachelors","Management","1","3","Person","","United States","California"
"7080","Martin, Victoria","15-05-1947 00:00:00","M","F","60000","5","0","Bachelors","Management","1","3","Person","","United States","California"
"7081","Richardson, Paige","13-11-1947 00:00:00","M","F","60000","5","0","Bachelors","Management","1","3","Person","","United States","California"
"728","Taylor, Benjamin","09-07-1967 00:00:00","S","M","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"840","Brown, Tyler","25-07-1965 00:00:00","S","M","60000","0","0","Graduate Degree","Professional","1","1","Person","","United States","California"
"841","Patterson, Julian","17-05-1965 00:00:00","M","M","60000","0","0","Graduate Degree","Professional","1","1","Person","","United States","California"
"873","Patterson, Faith","21-07-1967 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"874","Zhang, Ryan","12-04-1967 00:00:00","M","M","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"1975","Gill, Marc","28-02-1967 00:00:00","S","M","60000","0","0","Graduate Degree","Professional","1","1","Person","","United States","California"
"1976","Wilson, Marcus","18-04-1967 00:00:00","S","M","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"1977","Thompson, Hunter","21-06-1967 00:00:00","S","M","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"1978","Johnson, Destiny","23-02-1967 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"2939","Cai, Alejandro","07-08-1967 00:00:00","M","M","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"2940","Ramirez, Eduardo","20-03-1967 00:00:00","S","M","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"2941","Simmons, Emma","17-08-1967 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"3646","Kelly, Isaac","21-02-1967 00:00:00","S","M","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"3647","Garcia, Dylan","07-01-1967 00:00:00","S","M","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"3648","Howard, Sean","11-06-1967 00:00:00","M","M","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"4554","Lopez, Ivan","11-06-1967 00:00:00","S","M","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"4555","Bailey, Zoe","02-09-1967 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"5139","Butler, David","09-02-1967 00:00:00","S","M","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"6869","Blue, Richard","08-03-1967 00:00:00","S","M","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"6870","Mehta, Henry","14-07-1967 00:00:00","S","M","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"6871","Price, Melissa","14-07-1967 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"7057","Price, Haley","10-09-1967 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"7058","Washington, Logan","07-04-1967 00:00:00","M","M","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"7597","Cooper, Gabriella","13-06-1965 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"7598","Perry, Isabel","27-06-1965 00:00:00","M","F","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"8147","Morgan, Mariah","18-07-1965 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"8402","Hernandez, Kyle","12-06-1967 00:00:00","S","M","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"8403","Scott, Jeremiah","21-06-1967 00:00:00","S","M","60000","0","0","Graduate Degree","Professional","1","1","Person","","United States","California"
"8404","Cook, Morgan","04-06-1967 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"8531","Liang, Lisa","04-07-1967 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","1","1","Person","","United States","California"
"8532","Robinson, John","06-10-1967 00:00:00","S","M","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"8533","Brown, Victoria","01-02-1967 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","1","1","Person","","United States","California"
"8534","Long, Vanessa","05-04-1967 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"8535","Torres, Adrian","24-06-1967 00:00:00","S","M","60000","0","0","Graduate Degree","Professional","1","1","Person","","United States","California"
"8536","Mitchell, Alex","22-07-1967 00:00:00","S","M","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"9192","Rai, Chad","11-03-1967 00:00:00","S","M","60000","0","0","Graduate Degree","Professional","1","1","Person","","United States","California"
"9193","Campbell, Amber","19-08-1967 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"9194","Gray, Alyssa","15-06-1967 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"10152","Campbell, Aaron","22-12-1967 00:00:00","S","M","60000","0","0","Graduate Degree","Professional","1","1","Person","","United States","California"
"10153","Hill, Amanda","09-07-1967 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"10154","Thompson, James","15-02-1967 00:00:00","M","M","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"10928","Browning, Meredith","16-09-1967 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"10929","Luo, Karl","03-03-1967 00:00:00","S","M","60000","0","0","Graduate Degree","Professional","1","1","Person","","United States","California"
"10930","Perry, Karen","19-11-1967 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"10931","Perry, Marissa","27-07-1967 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","1","1","Person","","United States","California"
"11887","King, Andrea","08-09-1967 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","1","1","Person","","United States","California"
"12392","Moreno, Joanna","24-06-1967 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","1","1","Person","","United States","California"
"12393","Dominguez, Adrienne","21-04-1967 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","1","1","Person","","United States","California"
"12394","Anderson, Jennifer","21-04-1967 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","1","1","Person","","United States","California"
"12395","Bell, Anna","22-12-1967 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"12396","Martinez, Ryan","08-02-1967 00:00:00","S","M","60000","0","0","Graduate Degree","Professional","1","1","Person","","United States","California"
"13347","Veronesi, Giorgio","05-09-1967 00:00:00","M","F","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"13348","Madan, Tina","19-12-1967 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","1","1","Person","","United States","California"
"13349","Gomez, Ruben","17-09-1967 00:00:00","S","M","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"13350","Patterson, Jill","04-07-1967 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","1","1","Person","","United States","California"
"13832","Diaz, Jackson","13-07-1965 00:00:00","S","M","60000","0","0","Graduate Degree","Professional","1","1","Person","","United States","California"
"15004","Subram, Denise","25-11-1967 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"15352","Moore, Emma","24-01-1965 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"15627","Taylor, Dalton","25-03-1967 00:00:00","S","M","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"15628","Alexander, Jose","07-08-1967 00:00:00","M","M","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"16553","Guo, Shannon","11-02-1967 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"16554","Sanders, Julia","01-12-1967 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"17363","Sanchez, Kaylee","13-05-1965 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"18157","Barnes, Ashley","22-10-1967 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"18158","Powell, Seth","27-04-1967 00:00:00","S","M","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","California"
"539","Taylor, Nicole","28-08-1959 00:00:00","S","F","60000","4","0","Graduate Degree","Skilled Manual","0","0","Person","","United States","California"
"618","Brooks, Sean","04-04-1959 00:00:00","S","M","60000","4","0","Graduate Degree","Skilled Manual","0","0","Person","","United States","California"
"3922","Watson, Sara","24-09-1959 00:00:00","S","F","60000","4","0","Graduate Degree","Skilled Manual","0","0","Person","","United States","California"
"4859","Parker, Jonathan","15-06-1959 00:00:00","M","M","60000","4","0","Graduate Degree","Skilled Manual","0","0","Person","","United States","California"
"5250","Rivera, Jesse","05-12-1959 00:00:00","M","M","60000","4","0","Graduate Degree","Skilled Manual","0","0","Person","","United States","California"
"5761","Alexander, Sydney","11-08-1959 00:00:00","S","F","60000","4","0","Graduate Degree","Skilled Manual","0","0","Person","","United States","California"
"10694","Ashe, Alyssa","28-07-1966 00:00:00","S","F","60000","0","0","Graduate Degree","Skilled Manual","0","0","Person","","United States","California"
"10695","Sai, Bobby","21-06-1966 00:00:00","S","M","60000","0","0","Graduate Degree","Skilled Manual","0","0","Person","","United States","California"
"10721","Jai, Raul","08-05-1959 00:00:00","S","M","60000","4","0","Graduate Degree","Skilled Manual","0","0","Person","","United States","California"
"12183","Rivera, Savannah","26-08-1966 00:00:00","M","F","60000","0","0","Graduate Degree","Professional","0","0","Person","","United States","California"
"12185","Carter, Hailey","13-09-1966 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","0","0","Person","","United States","California"
